Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,barcode,total_reads,B2M,HPV03,HPV06,HPV11,HPV13,HPV16,HPV18,HPV26,HPV28,HPV30,HPV31,HPV32,HPV33,HPV35,HPV39,HPV40,HPV42,HPV43,HPV44,HPV45,HPV51,HPV52,HPV53,HPV54,HPV55,HPV56,HPV58,HPV59,HPV61,HPV62,HPV64,HPV66,HPV67,HPV68a,HPV68b,HPV69,HPV70,HPV71,HPV72a,HPV73,HPV74,HPV76,HPV81,HPV82,HPV82v,HPV83,HPV84,HPV85,HPV86,HPV87,HPV89,HPV90,HPV91,HPV97,HPV114
595,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C3,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C3,Project2_sample-0059,A83P27,127935,1637,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,5,0,0,0,126279,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
603,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C4,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C4,Project2_sample-0014,A83P28,56372,2376,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,53980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
611,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C5,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C5,Project2_sample-0002,A83P29,6110,6098,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C6,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C6,Project2_sample-0047,A83P30,87802,2121,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,52861,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32809,0,0
627,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C7,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C7,Project2_sample-0036,A83P31,66345,1559,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,24157,0,0,25127,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13539,0,0,0,0,0,0,1,0,0,1949
635,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C8,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C8,Project2_sample-0027,A83P32,97940,2146,0,0,0,0,1,3,0,0,1,95781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C9,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C9,Project2_sample-0005,A83P33,71823,1279,0,4,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,36318,2,2,0,0,0,0,0,30407,0,0,0,3787,0,0,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0
651,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C10,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C10,Project2_sample-0056,A83P34,77865,2446,0,0,0,0,0,1,0,0,4819,0,0,0,0,0,0,70592,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
659,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C11,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C11,Project2_sample-0068,A83P35,3851,3837,0,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,C12,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,C12,Project2_sample-0038,A83P36,38865,5065,0,0,0,0,2,0,0,0,0,0,0,0,0,33786,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
675,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C1,03_C1_25_GEN_11_32_45_59_69_82_90,A83P37,52730,7,1,0,8620,0,2,2,0,0,0,0,8021,0,0,2,0,0,0,0,8481,4,1,0,1,0,1,0,1640,0,5,0,1,0,2,3,8022,0,0,0,0,0,1,0,11877,0,0,0,0,0,1,0,6033,2,0,0
683,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C2,11_C2_HR_pool_25-copies,A83P38,47322,6,0,0,0,0,10498,5368,0,0,0,2617,0,2176,2900,4889,0,0,0,0,5620,7101,585,0,0,0,2333,742,648,0,2,0,0,0,0,1833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
691,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C3,03_C1_25_GEN_11_32_45_59_69_82_90,A83P39,51787,10,0,0,9232,0,0,1,0,0,0,1,7568,0,0,1,0,1,0,0,10203,0,0,0,0,0,1,0,1085,0,0,0,0,2,0,2,7228,0,0,0,0,0,0,0,10917,0,0,0,0,0,0,0,5535,0,0,0
699,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C4,11_C2_HR_pool_25-copies,A83P40,51371,3,0,1,0,0,11702,5687,0,0,0,2892,0,2779,3297,2680,0,0,0,0,6940,7885,495,0,0,0,3011,970,745,0,0,0,0,0,3,2280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,C1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C7,PCR-NTC,A83P43,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,C2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C9,PCR-NTC,A83P44,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
715,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,C1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C8,PCR-NTC,A83P45,19,3,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,C2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C10,PCR-NTC,A83P46,17,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
739,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C11,03_C1_25_GEN_11_32_45_59_69_82_90,A83P47,56042,4,0,0,8895,0,0,2,0,0,0,0,8587,0,0,0,0,2,0,0,11544,0,0,0,0,1,0,1,2049,1,0,0,1,0,0,0,8013,0,1,0,0,0,0,0,11206,0,0,0,0,0,0,0,5735,0,0,0
747,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,C2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,C12,11_C2_HR_pool_25-copies,A83P48,53332,9,0,0,0,0,12826,7514,0,0,0,3144,0,3064,3497,2979,0,0,0,0,4603,8419,678,0,0,0,2861,793,866,0,0,0,0,0,0,2077,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D1,Project1_sample-0291,A84P01,92177,1838,0,90257,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,0,1,9,2,0,0,0,0,3,2,3,3,0,0,2,1,0,0,8,0,0,10,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0
492,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D2,Project1_sample-0138,A84P02,66838,1259,0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,12,1,5,1,0,65499,0,19,8,0,0,14,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
500,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D3,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D3,Project1_sample-0218,A84P03,108122,1540,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,16,0,23,24,0,106506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
508,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D4,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D4,Project1_sample-0296,A84P04,2969,2876,0,0,0,0,27,0,0,0,0,0,1,0,12,27,0,2,0,0,12,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0
516,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D5,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D5,PB100316_D5_Siha-Hela,A84P05,78592,1111,0,0,0,0,45225,32199,0,0,0,0,0,0,0,3,0,1,0,0,0,13,20,0,0,0,0,3,5,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
524,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D6,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D6,Project1_sample-0132,A84P06,87984,2007,0,0,0,0,1,3,0,0,0,0,0,0,0,72963,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,26,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,12955,0,20,0,0
532,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D7,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D7,Project1_sample-0064,A84P07,4297,4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,12,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D8,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D8,Project1_sample-0256,A84P08,76045,1119,0,0,0,0,10,0,0,0,0,0,0,38748,0,0,0,6,37,0,0,1,0,0,0,36114,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
548,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D9,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D9,Project1_sample-0240,A84P09,89126,1892,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,87180,0,1,1,0,0,0,23,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,5,0,0,0,0
556,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D10,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D10,Project1_sample-0177,A84P10,82795,1399,0,0,4,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57497,29,0,22,2,9,0,0,0,0,0,0,0,0,0,23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D11,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D11,Project1_sample-0197,A84P11,96197,2065,0,1,0,0,94053,0,0,0,1,0,0,1,12,3,0,13,0,0,1,5,0,3,14,0,1,8,0,10,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,D12,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,D12,Project1_sample-0420,A84P12,5748,5708,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D1,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D1,Project2_sample-0004,A84P25,29549,4208,0,2,0,1,1,0,0,0,0,2,0,0,39,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,123,0,25118,0,0,0,0,0,0,0,0,0,0,0,28,22,0,0,0
588,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D2,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D2,Project2_sample-0083,A84P26,101248,1193,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,8,0,0,0,4,86279,0,0,0,1,0,0,12,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,13727,0,0,0,0
596,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D3,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D3,PB100108_D3_Siha-Hela,A84P27,87874,1162,0,0,0,0,52938,33712,0,0,0,0,0,0,2,2,30,2,0,1,0,12,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D4,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D4,Project2_sample-0022,A84P28,85721,3460,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,2,2,4,0,1,38,39,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,82151,0,1,0,0,0,1,0,0
612,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D5,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D5,Project2_sample-0006,A84P29,6285,6248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,12,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0
620,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D6,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D6,Project2_sample-0010,A84P30,81873,1825,0,0,0,1,1,0,0,0,0,0,0,0,46185,0,0,0,0,0,0,2,33822,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,11
628,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D7,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D7,Project2_sample-0044,A84P31,81962,3049,0,0,0,0,1,2,0,0,0,0,11,0,1,0,16,0,0,0,0,1,13,0,0,0,1,11,0,78856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D8,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D8,Project2_sample-0058,A84P32,89714,2357,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,1,0,20,0,0,10,0,0,2,0,0,0,87281,0,0,0,0,11,14,0,0,0,1
644,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D9,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D9,Project2_sample-0018,A84P33,101502,3173,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,6,25,1,0,0,0,0,0,0,0,0,0,0,0,0,98280,0,0,1,0,0,0,0,0,0,0,0,0,0,0
652,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D10,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D10,Project2_sample-0033,A84P34,126341,3891,0,1,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,122399,5,0,0,0,0,0,0,0,0,0,0,3
660,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D11,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D11,Project2_sample-0092,A84P35,4203,4136,0,1,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Example-Project2,DaveRoberson,Carcinogenic,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,10/23/2017,Plate7,D12,HGU,Sarah,12/14/2017,Example-B1,Example-Batch1_Plate7,D12,Project2_sample-0031,A84P36,4890,4817,0,0,0,0,25,0,0,0,4,0,0,0,0,3,0,2,0,10,0,3,4,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0
676,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D1,04_D1_25_GEN_13_33_51_61_70_82_91,A84P37,61577,6,0,0,0,13620,5,5,4,0,0,0,1,7762,2,5,2,0,0,0,0,15332,0,7,8,0,0,0,0,3889,4,1,4,1,0,1,0,11604,0,0,5,0,0,0,0,4227,0,1,1,0,0,2,0,5073,4,1
684,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D2,12_D2_HR_pool_10-copies,A84P38,48324,5,0,0,0,0,11133,4857,0,0,0,1759,0,3759,3303,4289,0,0,0,0,4350,7894,1028,0,0,0,2097,854,586,7,0,0,2,0,0,2397,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
692,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D3,04_D1_25_GEN_13_33_51_61_70_82_91,A84P39,60200,0,0,0,0,13316,10,7,0,0,0,0,0,8444,2,5,4,2,0,0,1,15793,0,0,5,1,0,0,0,3761,3,0,2,0,0,0,0,10080,0,0,2,0,0,0,0,4316,0,3,2,0,0,0,0,4437,2,2
700,Example-Project2,DaveRoberson,Carcinogenic,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D4,12_D2_HR_pool_10-copies,A84P40,52596,13,0,0,0,0,10909,6689,0,0,0,4152,0,3333,1850,2207,0,1,0,0,7948,7721,1545,0,0,0,1878,875,432,0,0,0,0,0,0,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
708,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,D1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D7,PCR-NTC,A84P43,38,9,0,0,0,0,15,0,0,0,0,6,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,D2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D9,PCR-NTC,A84P44,87,5,0,0,0,0,24,1,0,0,1,10,0,0,4,0,0,0,0,0,0,0,33,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,D1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D8,PCR-NTC,A84P45,48,5,0,0,0,0,27,3,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,cervical_scrape,Surepath,HGU,Sarah,Chemagic360,1/1/2017,Plate8,D2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D10,PCR-NTC,A84P46,45,4,0,0,0,0,15,1,0,0,0,4,0,3,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D1,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D11,04_D1_25_GEN_13_33_51_61_70_82_91,A84P47,64581,1,0,0,0,15494,11,4,0,0,0,0,0,10344,3,4,4,0,0,1,1,16572,0,2,1,3,0,0,0,3485,3,1,9,0,0,0,0,9221,1,1,2,0,0,0,1,4882,0,0,1,0,0,0,0,4524,3,2
748,Example-Project3,DaveRoberson,Carcinogenic_only_Grouped,synth_ctrls,PreservCyt,HGU,Sarah,SC,SC,SC,D2,HGU,Sarah,12/28/2017,Example-B1,Example-Batch1_Plate8,D12,12_D2_HR_pool_10-copies,A84P48,53198,3,0,0,0,0,10253,7517,0,0,0,2818,0,2622,3457,652,0,0,0,1,9476,9526,519,0,0,0,2567,902,428,6,0,0,0,0,0,2450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,E1,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,E1,Project1_sample-0106,A85P01,94000,7372,0,1,0,0,10,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,4,0,0,0,0,1,0,2,0,1,3,5,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,86589,0,0,0,1
493,Example-Project1,SarahWagner,All,cervical_scrape,PreservCyt,HGU,Sarah,Filtration,1/3/2018,Plate6,E2,HGU,Sarah,1/11/2018,Example-B1,Example-Batch1_Plate6,E2,Project1_sample-0523,A85P02,89671,2546,0,0,0,0,5,2,0,0,0,0,0,0,0,44171,0,0,0,1,4,42934,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
